sentence,label,words
Q：你都好意思骗我了，我哪好意思不信。    A：信不信啦黑你？,1,Q ： 你 都 好意思 骗 我 了 ， 我 哪 好意思 不 信 。 A ： 信不信 啦 黑 你 ？
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：人民警察看人民,1,Q ： 你们 是 人民警察 ， 怎么 能 这样 对待 人民 ？ 土地 是 农民 的 命根子 。 A ： 人民警察 看 人民
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：人民警察为人民了吗！,0,Q ： 你们 是 人民警察 ， 怎么 能 这样 对待 人民 ？ 土地 是 农民 的 命根子 。 A ： 人民警察 为 人民 了 吗 ！
Q：你们是人民警察，怎么能这样对待人民？土地是农民的命根子。    A：我觉得这是农民的悲哀失去了土地就失去了保障哎,4,Q ： 你们 是 人民警察 ， 怎么 能 这样 对待 人民 ？ 土地 是 农民 的 命根子 。 A ： 我 觉得 这是 农民 的 悲哀 失去 了 土地 就 失去 了 保障 哎
Q：你说这都是打个伞，怎么做人的差距就那么大昵？！    A：做人的差别咋就那么大呢？,1,Q ： 你 说 这 都 是 打个 伞 ， 怎么 做人 的 差距 就 那么 大昵 ？ ！ A ： 做人 的 差别 咋 就 那么 大 呢 ？
Q：强迫症患者，伤不起啊伤不起。    A：伤木起，伤木起,4,Q ： 强迫症 患者 ， 伤不起 啊 伤不起 。 A ： 伤木起 ， 伤木起
Q：抢镜可耻！抢镜卖萌更可耻！    A：我喜欢抢镜那个。,3,Q ： 抢镜 可耻 ！ 抢镜 卖萌 更 可耻 ！ A ： 我 喜欢 抢镜 那个 。
Q：抢镜可耻！抢镜卖萌更可耻！    A：装嫩有罪，卖萌可耻！,1,Q ： 抢镜 可耻 ！ 抢镜 卖萌 更 可耻 ！ A ： 装嫩 有罪 ， 卖萌 可耻 ！
Q：惬意的大中午啊，喵。哈。哈。    A：相当惬意啊，哈哈,2,Q ： 惬意 的 大 中午 啊 ， 喵 。 哈 。 哈 。 A ： 相当 惬意 啊 ， 哈哈
Q：轻松熊蛋包饭。太萌了！    A：绝对的萌，太可爱了,3,Q ： 轻松 熊 蛋包饭 。 太萌 了 ！ A ： 绝对 的 萌 ， 太 可爱 了
Q：轻松熊蛋包饭。太萌了！    A：已经很萌了,2,Q ： 轻松 熊 蛋包饭 。 太萌 了 ！ A ： 已经 很萌 了
Q：让你钓鱼，让你破坏环境，大坏蛋！    A：谁是大坏蛋！,0,Q ： 让 你 钓鱼 ， 让 你 破坏 环境 ， 大坏蛋 ！ A ： 谁 是 大坏蛋 ！
Q：人的一生真的需要几个这样的朋友，相互信赖，相互依存。    A：哈哈，力的作用是相互的…,2,Q ： 人 的 一生 真的 需要 几个 这样 的 朋友 ， 相互 信赖 ， 相互依存 。 A ： 哈哈 ， 力 的 作用 是 相互 的 …
Q：人的一生真的需要几个这样的朋友，相互信赖，相互依存。    A：互相依靠，相互生存。,3,Q ： 人 的 一生 真的 需要 几个 这样 的 朋友 ， 相互 信赖 ， 相互依存 。 A ： 互相 依靠 ， 相互 生存 。
Q：日本的小盆友好有礼貌啊。    A：哈哈，他们都很友好…,2,Q ： 日本 的 小盆 友好 有 礼貌 啊 。 A ： 哈哈 ， 他们 都 很 友好 …
Q：日本的小盆友好有礼貌啊。    A：很有礼貌嘛,3,Q ： 日本 的 小盆 友好 有 礼貌 啊 。 A ： 很 有 礼貌 嘛
Q：如果良心都走了，拿什么荣耀这片土地？    A：哎…我爱这片土地…,4,Q ： 如果 良心 都 走 了 ， 拿 什么 荣耀 这片 土地 ？ A ： 哎 … 我 爱 这片 土地 …
Q：如果良心都走了，拿什么荣耀这片土地？    A：那么也就拿无耻拿荣耀了,1,Q ： 如果 良心 都 走 了 ， 拿 什么 荣耀 这片 土地 ？ A ： 那么 也 就 拿 无耻 拿 荣耀 了
Q：上帝啊，终于放暑假啦！    A：啊哈哈上帝还是眷顾我的~,2,Q ： 上帝 啊 ， 终于 放暑假 啦 ！ A ： 啊 哈哈 上帝 还是 眷顾 我 的 ~
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：哈哈，甚是想念！,2,Q ： 深夜 ， 是 一个 人 心灵 最 脆弱 的 时候 ， 也 是 想念 最 疯狂 的 时候 。 A ： 哈哈 ， 甚 是 想念 ！
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：何止是疯狂，简直是疯子！,1,Q ： 深夜 ， 是 一个 人 心灵 最 脆弱 的 时候 ， 也 是 想念 最 疯狂 的 时候 。 A ： 何止 是 疯狂 ， 简直 是 疯子 ！
Q：深夜，是一个人心灵最脆弱的时候，也是想念最疯狂的时候。    A：我疯狂的想念要结束了,4,Q ： 深夜 ， 是 一个 人 心灵 最 脆弱 的 时候 ， 也 是 想念 最 疯狂 的 时候 。 A ： 我 疯狂 的 想念 要 结束 了
Q：生活就是要这种态度，牙再大，也要笑！哈哈。    A：牙，哈哈，加油啊,2,Q ： 生活 就是 要 这种 态度 ， 牙 再 大 ， 也 要 笑 ！ 哈哈 。 A ： 牙 ， 哈哈 ， 加油 啊
Q：世间最痛苦的莫过于此！    A：更痛苦的是还得吃着非常非常难吃的工作餐,1,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 更 痛苦 的 是 还 得 吃 着 非常 非常 难吃 的 工作餐
Q：世间最痛苦的莫过于此！    A：最痛苦莫过于这样了！,4,Q ： 世间 最 痛苦 的 莫过于此 ！ A ： 最 痛苦 莫过于 这样 了 ！
Q：世界杯真讨厌，欧冠也好讨厌……点球神马的最讨厌了。    A：讨厌讨厌真讨厌,1,Q ： 世界杯 真 讨厌 ， 欧冠 也好 讨厌 … … 点球 神马 的 最 讨厌 了 。 A ： 讨厌 讨厌 真 讨厌
Q：收到了这种语气让人特别想打人的诈骗短信…    A：我想打人，怎么办！,0,Q ： 收到 了 这种 语气 让 人 特别 想 打人 的 诈骗 短信 … A ： 我 想 打人 ， 怎么办 ！
Q：谁把树木修剪成这样啦。太可爱啦    A：没有大改变啦，就是补了哈颜色，修剪了哈形状,2,Q ： 谁 把 树木 修剪 成 这样 啦 。 太 可爱 啦 A ： 没有 大 改变 啦 ， 就是 补 了 哈 颜色 ， 修剪 了 哈 形状
Q：谁把树木修剪成这样啦。太可爱啦    A：神马意思？我难道不可爱吗？哼！,0,Q ： 谁 把 树木 修剪 成 这样 啦 。 太 可爱 啦 A ： 神马 意思 ？ 我 难道 不 可爱 吗 ？ 哼 ！
Q：谁把树木修剪成这样啦。太可爱啦    A：我觉得很可爱啊！,3,Q ： 谁 把 树木 修剪 成 这样 啦 。 太 可爱 啦 A ： 我 觉得 很 可爱 啊 ！
Q：谁家的游泳池啊！太有爱了。！    A：啊唔，太牛啦。,3,Q ： 谁家 的 游泳池 啊 ！ 太有 爱 了 。 ！ A ： 啊 唔 ， 太牛 啦 。
Q：谁说我胖我跟谁急，我就是有点肿么。    A：废话，不说你说谁啊。就你让我们操心。,1,Q ： 谁 说 我 胖 我 跟 谁 急 ， 我 就是 有点 肿 么 。 A ： 废话 ， 不 说 你 说 谁 啊 。 就 你 让 我们 操心 。
Q：睡觉吧，把各种悲伤难过都睡走。晚安。    A：悲伤的睡过去了,4,Q ： 睡觉 吧 ， 把 各种 悲伤 难过 都 睡 走 。 晚安 。 A ： 悲伤 的 睡过去 了
Q：说好了不打脸的，网易太没节操了。    A：节操什么的不能随便扔掉啊！,0,Q ： 说好 了 不 打 脸 的 ， 网易 太 没 节操 了 。 A ： 节操 什么 的 不能 随便 扔掉 啊 ！
Q：说好了不打脸的，网易太没节操了。    A：是啊~郁闷死了~,4,Q ： 说好 了 不 打 脸 的 ， 网易 太 没 节操 了 。 A ： 是 啊 ~ 郁闷死 了 ~
Q：说好了不打脸的，网易太没节操了。    A：网易的优点是有良心网易微博的优点是不开放,1,Q ： 说好 了 不 打 脸 的 ， 网易 太 没 节操 了 。 A ： 网易 的 优点 是 有 良心 网易 微博 的 优点 是 不 开放
Q：太有才了，创意大师啊！    A：超有创意~,3,Q ： 太有 才 了 ， 创意 大师 啊 ！ A ： 超有 创意 ~
Q：太有才了，创意大师啊！    A：哈哈！有创意。,2,Q ： 太有 才 了 ， 创意 大师 啊 ！ A ： 哈哈 ！ 有 创意 。
Q：天天给我写的明信片，感动的我啊，一转眼她就长大了    A：哈哈，翟总，明信片是好创意啊~,2,Q ： 天天 给 我 写 的 明信片 ， 感动 的 我 啊 ， 一转眼 她 就 长大 了 A ： 哈哈 ， 翟总 ， 明信片 是 好 创意 啊 ~
Q：天天收到这些信息真挺烦人的哎。    A：是啊真够烦的,1,Q ： 天天 收到 这些 信息 真挺 烦人 的 哎 。 A ： 是 啊 真够 烦 的
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：呵呵，下次有惊喜！,2,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 呵呵 ， 下次 有 惊喜 ！
Q：哇呜！还能再有更多惊喜吗？！太开心啦！    A：永远有惊喜呀,3,Q ： 哇 呜 ！ 还 能 再有 更 多 惊喜 吗 ？ ！ 太 开心 啦 ！ A ： 永远 有 惊喜 呀
Q：王力宏唱歌简直难听死了。    A：就是，唱歌恶心死了。,1,Q ： 王力宏 唱歌 简直 难听 死 了 。 A ： 就是 ， 唱歌 恶心 死 了 。
Q：忘记曾经设置过备注的人伤不起啊。    A：伤不起啊伤不起,4,Q ： 忘记 曾经 设置 过 备注 的 人伤 不起 啊 。 A ： 伤不起 啊 伤不起
Q：为了给孩子们一个完整的家，他们终于宣布订婚了！恭喜！    A：希望如此吧！最盼望的是能够订婚哈哈,3,Q ： 为了 给 孩子 们 一个 完整 的 家 ， 他们 终于 宣布 订婚 了 ！ 恭喜 ！ A ： 希望 如此 吧 ！ 最 盼望 的 是 能够 订婚 哈哈
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：悲催的结局。,4,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 悲 催 的 结局 。
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：最悲催的就是本来不可爱还非得装可爱装不下去了2面3刀的嘴脸就露出来了,1,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 最悲 催 的 就是 本来 不 可爱 还 非得 装 可爱 装 不 下去 了 2 面 3 刀
Q：我的莫泰，窗台上的花都开了，越住越喜欢！    A：哈哈.是呀.越看越喜欢,2,Q ： 我 的 莫泰 ， 窗台上 的 花都 开 了 ， 越住 越 喜欢 ！ A ： 哈哈 . 是 呀 . 越 看 越 喜欢
Q：我的晚餐！口水口水嘻嘻！    A：口水比较俗.,3,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 口水 比较 俗 .
Q：我们那纯真的童年已经回不去了。    A：那是童年的回忆。,4,Q ： 我们 那 纯真 的 童年 已经 回不去 了 。 A ： 那 是 童年 的 回忆 。
Q：我讨厌那些瘦子说他们自己胖。    A：最讨厌瘦子说我不胖,1,Q ： 我 讨厌 那些 瘦子 说 他们 自己 胖 。 A ： 最 讨厌 瘦子 说 我 不 胖
Q：我要的爱，无非就是你一直在。    A：我也爱你！一直爱,3,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 我 也 爱 你 ！ 一直 爱
Q：我要的爱，无非就是你一直在。    A：我已经不爱,4,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 我 已经 不爱
Q：我知道我迟早要老去的，只是不知什么时候。    A：迟早要的!真的~你真的要想想了,4,Q ： 我 知道 我 迟早 要 老 去 的 ， 只是 不知 什么 时候 。 A ： 迟早 要 的 ! 真的 ~ 你 真的 要 想想 了
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：没有，已经曲终人散了,4,Q ： 无言 结局 ， 有 可 奈何 ， 曲终人散 ， 谁 的 过错 。 A ： 没有 ， 已经 曲终人散 了
Q：五一劳动节获得了特别礼物，淡定地得瑟一下下，嘿嘿。    A：挺能得瑟,3,Q ： 五一劳动节 获得 了 特别 礼物 ， 淡定 地得瑟 一下下 ， 嘿嘿 。 A ： 挺能 得 瑟
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：哈哈是的呀气候宜人,2,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 哈哈 是 的 呀 气候宜人
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：台北清爽宜人！,3,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 台北 清爽 宜人 ！
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：现在是一年中少有的宜人温度，但悲催的是伴随沙尘暴,4,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 现在 是 一年 中 少有 的 宜人 温度 ， 但 悲 催 的 是 伴随 沙尘暴
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：恩，我喜欢空调和被子的组合，忽忽,3,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 恩 ， 我 喜欢 空调 和 被子 的 组合 ， 忽忽
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：是啊罪恶的要死！,0,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 是 啊 罪恶 的 要死 ！
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：抢劫呢？弄死他！,0,Q ： 现在 的 骗子 都 这么 强势 么 ？ 改 抢劫 还 差不多 。 A ： 抢劫 呢 ？ 弄死 他 ！
Q：心情终于好了，中午吃到鸡蛋了    A：很好！有鸡蛋啊！,3,Q ： 心情 终于 好 了 ， 中午 吃 到 鸡蛋 了 A ： 很 好 ！ 有 鸡蛋 啊 ！
Q：心情终于好了，中午吃到鸡蛋了    A：我心情好的不得了！,2,Q ： 心情 终于 好 了 ， 中午 吃 到 鸡蛋 了 A ： 我 心情 好 的 不得了 ！
Q：悬水而居，实在是太悠闲了…    A：才不悠闲呢，感觉心累，以前是身累，哈哈,4,Q ： 悬水 而 居 ， 实在 是 太 悠闲 了 … A ： 才 不 悠闲 呢 ， 感觉 心累 ， 以前 是 身累 ， 哈哈
Q：悬水而居，实在是太悠闲了…    A：真是悠闲自得啊~,2,Q ： 悬水 而 居 ， 实在 是 太 悠闲 了 … A ： 真是 悠闲自得 啊 ~
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：我饺子包得不错呢！,3,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 我 饺子 包得 不错 呢 ！
Q：阳光太好让人满心欢喜    A：是阳光太充足了,3,Q ： 阳光 太好 让 人 满心欢喜 A ： 是 阳光 太 充足 了
Q：要是没有这些闲人，这个世界该多么无聊啊！    A：这个世界有多少无聊，寂寞，孤单的人啊。,4,Q ： 要是 没有 这些 闲人 ， 这个 世界 该 多么 无聊 啊 ！ A ： 这个 世界 有 多少 无聊 ， 寂寞 ， 孤单 的 人 啊 。
"Q：夜逛三里屯，各种体验一下下哈哈。    A：嘿嘿,晚上三里屯",2,"Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 嘿嘿 , 晚上 三里屯"
Q：夜逛三里屯，各种体验一下下哈哈。    A：越夜越精彩！哈哈,3,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 越夜 越 精彩 ！ 哈哈
"Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：可悲的教育,可悲的社会!",1,"Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 可悲 的 教育 , 可悲 的 社会 !"
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：无用的教育体制害了几代人！,0,Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 无用 的 教育体制 害 了 几代人 ！
Q：一个苦力这样被打，有些人不是人。    A：可怜呀，没人配打,4,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 可怜 呀 ， 没人配 打
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：好吧一起来吧一起来伪装内心的痛苦吧,4,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 好 吧 一 起来 吧 一 起来 伪装 内心 的 痛苦 吧
Q：一想到明天马上十一了，就忍不住高兴成这个傻样。    A：哈哈~想到就开心了~,2,Q ： 一 想到 明天 马上 十一 了 ， 就 忍不住 高兴 成 这个 傻样 。 A ： 哈哈 ~ 想到 就 开心 了 ~
Q：一阵风吹过，试图带走我眼角的泪！    A：泪从眼出。,4,Q ： 一阵风 吹过 ， 试图 带走 我 眼角 的 泪 ！ A ： 泪 从 眼出 。
Q：一只非常乐观的狗狗，看完之后给人正能量。    A：哈哈，是啊，那是能量！,2,Q ： 一只 非常 乐观 的 狗狗 ， 看 完 之后 给 人 正 能量 。 A ： 哈哈 ， 是 啊 ， 那 是 能量 ！
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：而且超浓郁很香的,3,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 而且 超 浓郁 很香 的
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：哈好次，很浓郁,2,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 哈好次 ， 很 浓郁
Q：萤火虫之夏。真的好美！    A：哈哈，朦胧之美,2,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 哈哈 ， 朦胧 之美
Q：萤火虫之夏。真的好美！    A：圣洁之美。,3,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 圣洁 之美 。
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：好好吃啊！家乡的味道！,3,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 好 好吃 啊 ！ 家乡 的 味道 ！
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：呵呵…家乡的味道难忘啊！,2,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 呵呵 … 家乡 的 味道 难忘 啊 ！
Q：忧愁，无法入睡，革命在低谷。    A：无法入睡，痛苦着,4,Q ： 忧愁 ， 无法 入睡 ， 革命 在 低谷 。 A ： 无法 入睡 ， 痛苦 着
Q：有年头没见到这么精彩的广告了-_-o    A：期待更精彩的内容,3,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 期待 更 精彩 的 内容
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：骂他蠢货简直抬举，他是傻逼！,0,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 骂 他 蠢货 简直 抬举 ， 他 是 傻 逼 ！
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：说他是傻逼，实在侮辱傻逼,1,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 说 他 是 傻 逼 ， 实在 侮辱 傻 逼
Q：有些人就是意识不到他们的语言有多么伤人。    A：伤人害己！,0,Q ： 有些 人 就是 意识 不到 他们 的 语言 有 多么 伤人 。 A ： 伤人 害己 ！
Q：有些事，想多了头疼，想通了心疼。    A：可怜啊我也头疼呢,4,Q ： 有些 事 ， 想 多 了 头疼 ， 想通 了 心疼 。 A ： 可怜 啊 我 也 头疼 呢
Q：又堵上了。早高峰不堵，现在却堵？！上海真是一座神奇的城市。    A：就是堵的难受，小压抑。哎！,4,Q ： 又 堵 上 了 。 早 高峰 不堵 ， 现在 却 堵 ？ ！ 上海 真是 一座 神奇 的 城市 。 A ： 就是 堵 的 难受 ， 小 压抑 。 哎 ！
Q：又堵上了。早高峰不堵，现在却堵？！上海真是一座神奇的城市。    A：是啊。堵堵更健康！,1,Q ： 又 堵 上 了 。 早 高峰 不堵 ， 现在 却 堵 ？ ！ 上海 真是 一座 神奇 的 城市 。 A ： 是 啊 。 堵堵 更 健康 ！
Q：又受伤了！为什么，受伤的总是我？    A：受伤的是我你闹什么！,0,Q ： 又 受伤 了 ！ 为什么 ， 受伤 的 总是 我 ？ A ： 受伤 的 是 我 你 闹 什么 ！
Q：原来这种脑残项目也有比赛？！    A：对啊。有够脑残的！,1,Q ： 原来 这种 脑残 项目 也 有 比赛 ？ ！ A ： 对 啊 。 有够 脑残 的 ！
Q：原来这种脑残项目也有比赛？！    A：是的。坑爹的比赛！,0,Q ： 原来 这种 脑残 项目 也 有 比赛 ？ ！ A ： 是 的 。 坑爹 的 比赛 ！
Q：晕，不带这样骂人滴……    A：不带这样骂人的,1,Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 不带 这样 骂人 的
Q：晕，不带这样骂人滴……    A：是啊，我很久不骂人了，今天也没大忍住！,4,Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 是 啊 ， 我 很 久 不 骂人 了 ， 今天 也 没大 忍住 ！
"Q：晕，不带这样骂人滴……    A：我没骂人,我说的是事实！",0,"Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 我 没 骂人 , 我 说 的 是 事实 ！"
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：嗯，我是很欣慰的。,2,Q ： 仔仔 在 签名 呢 老 开心 啦 ， 看着 仔仔 这么 有 出息 我 心里 很 是 欣慰 啊 ！ A ： 嗯 ， 我 是 很 欣慰 的 。
Q：怎么电视真人秀里面的男人都那么娘呢？疯了。    A：本来就是越来越娘！,1,Q ： 怎么 电视 真人秀 里面 的 男人 都 那么 娘 呢 ？ 疯 了 。 A ： 本来 就是 越来越 娘 ！
Q：怎么用微信的人，声音都变得发嗲了？    A：发嗲？这说的是我吗！,0,Q ： 怎么 用 微信 的 人 ， 声音 都 变得 发嗲 了 ？ A ： 发嗲 ？ 这 说 的 是 我 吗 ！
Q：怎么用微信的人，声音都变得发嗲了？    A：没有啦，就是喜欢发嗲！,3,Q ： 怎么 用 微信 的 人 ， 声音 都 变得 发嗲 了 ？ A ： 没有 啦 ， 就是 喜欢 发嗲 ！
Q：这个设计好哦，不是一般地节省空间啊！    A：是呀，设计真的是无限的哦！,3,Q ： 这个 设计 好 哦 ， 不是 一般 地 节省 空间 啊 ！ A ： 是 呀 ， 设计 真的 是 无限 的 哦 ！
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：唉！有人觉得我是骗子,4,Q ： 这个 世界 上 只有 骗子 是 真心 的 。 因为 他 是 真心 骗 你 的 ！ A ： 唉 ！ 有人 觉得 我 是 骗子
Q：这家伙的父母有点懒得过分了    A：是的，这家伙老懒了,1,Q ： 这 家伙 的 父母 有点 懒得 过分 了 A ： 是 的 ， 这 家伙 老懒 了
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：嗯，现在满意…,2,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 嗯 ， 现在 满意 …
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：谢谢你，诚品是很好的书店。,3,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 谢谢 你 ， 诚品 是 很 好 的 书店 。
Q：这是赤果果的侮辱小偷智商啊！    A：啊，小偷还有这智商！,0,Q ： 这是 赤果果 的 侮辱 小偷 智商 啊 ！ A ： 啊 ， 小偷 还有 这 智商 ！
Q：这是厦门大学的校园，美得象一幅山水画。    A：嗯，咱们美丽的校园！,3,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 嗯 ， 咱们 美丽 的 校园 ！
Q：这是厦门大学的校园，美得象一幅山水画。    A：哈哈，厦门大学很漂亮,2,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 哈哈 ， 厦门大学 很漂亮
Q：这是神马坑爹的捐款？    A：哎哎坑爹啊一直坑,4,Q ： 这 是 神 马坑 爹 的 捐款 ？ A ： 哎 哎 坑 爹 啊 一直 坑
Q：这是神马坑爹的捐款？    A：这坑爹坑大发了！,0,Q ： 这 是 神 马坑 爹 的 捐款 ？ A ： 这坑 爹 坑 大发 了 ！
Q：这是谁的微博？这是要逆天吗？    A：是啊~郁闷死了~,4,Q ： 这 是 谁 的 微博 ？ 这 是 要 逆天 吗 ？ A ： 是 啊 ~ 郁闷死 了 ~
Q：这是谁的微博？这是要逆天吗？    A：是谁在用我的微博到处说话啊！杀无赦！,0,Q ： 这 是 谁 的 微博 ？ 这 是 要 逆天 吗 ？ A ： 是 谁 在 用 我 的 微博 到处 说话 啊 ！ 杀无赦 ！
Q：这些蛋糕真的可以吃么，精美得媲美艺术品了。    A：精美的电子月饼,3,Q ： 这些 蛋糕 真的 可以 吃 么 ， 精美 得 媲美 艺术品 了 。 A ： 精美 的 电子 月饼
Q：这些年你过的好不好，心中是否有烦恼？    A：哈哈开心就好！烦恼抛抛,2,Q ： 这些 年 你 过 的 好不好 ， 心中 是否 有 烦恼 ？ A ： 哈哈 开心 就 好 ！ 烦恼 抛 抛
Q：这些年你过的好不好，心中是否有烦恼？    A：有好多好多烦恼。,4,Q ： 这些 年 你 过 的 好不好 ， 心中 是否 有 烦恼 ？ A ： 有 好多好多 烦恼 。
Q：这心态，这胆量，佩服佩服！    A：有胆量，有女侠的风范。,3,Q ： 这 心态 ， 这 胆量 ， 佩服 佩服 ！ A ： 有 胆量 ， 有 女侠 的 风范 。
Q：这张照片抓拍得太好了！    A：嘿嘿~抓拍的好~,2,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 嘿嘿 ~ 抓拍 的 好 ~
Q：这张照片抓拍得太好了！    A：抓拍的好，哈哈,3,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 抓拍 的 好 ， 哈哈
Q：这张照片抓拍得太好了！    A：抓拍是毛？抓到了再拍？你们这个话题也忒无趣了。,1,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 抓拍 是 毛 ？ 抓到 了 再 拍 ？ 你们 这个 话题 也 忒 无趣 了 。
"Q：真是美好如童话般的天气啊！    A：哈哈,童话世界.",2,"Q ： 真是 美好 如 童话般 的 天气 啊 ！ A ： 哈哈 , 童话世界 ."
Q：真是丧心病狂，毫无人性。    A：是的，丧心病狂的杀人犯！,0,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 是 的 ， 丧心病狂 的 杀人犯 ！
Q：真是丧心病狂，毫无人性。    A：这么不择手段丧心病狂的做法！,1,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 这么 不择手段 丧心病狂 的 做法 ！
Q：中国这帮历史的罪人，终有一天会被人民清算。    A：把中华拖入战争的才是罪人啊！,0,Q ： 中国 这帮 历史 的 罪人 ， 终 有 一天 会 被 人民 清算 。 A ： 把 中华 拖入 战争 的 才 是 罪人 啊 ！
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：娇艳倏忽去，清香弥久留。,3,Q ： 终于 登机 啦 ！ 三亚 的 花开 得 再 娇艳 些 吧 ！ A ： 娇艳 倏忽 去 ， 清香 弥 久留 。
